Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,6.75,0.4605293325684557,0.4605293325684557
2022-12-21,7.75,0.8215336620278149,0.8215336620278149
2022-12-27,7.0,0.5507804149332954,0.5507804149332954
2022-12-28,4.5,-0.3517304087151024,-0.3517304087151024
2022-12-29,4.5,-0.3517304087151024,-0.3517304087151024
2022-12-30,6.0,0.18977608547393635,0.18977608547393635
2023-01-03,5.5,0.009273920744256755,0.009273920744256755
2023-01-04,3.0,-0.8932369029041412,-0.8932369029041412
2023-01-05,2.0,-1.2542412323635004,-1.2542412323635004
2023-01-10,4.25,-0.44198149107994217,-0.44198149107994217
2023-01-11,3.5,-0.7127347381744615,-0.7127347381744615
2023-01-17,7.0,0.5507804149332954,0.5507804149332954
2023-01-19,6.5,0.37027825020361593,0.37027825020361593
2023-01-20,3.75,-0.6224836558096217,-0.6224836558096217
2023-01-23,6.25,0.2800271678387761,0.2800271678387761
2023-01-24,8.5,1.0922869091223342,1.0922869091223342
2023-01-25,4.25,-0.44198149107994217,-0.44198149107994217
2023-01-30,3.75,-0.6224836558096217,-0.6224836558096217
2023-01-31,6.75,0.4605293325684557,0.4605293325684557
2023-02-01,3.75,-0.6224836558096217,-0.6224836558096217
2023-02-02,10.5,1.8142955680410526,1.8142955680410526
2023-02-06,5.25,-0.08097716162058304,-0.08097716162058304
2023-02-07,4.5,-0.3517304087151024,-0.3517304087151024
2023-02-08,4.0,-0.532232573444782,-0.532232573444782
2023-02-09,3.5,-0.7127347381744615,-0.7127347381744615
2023-02-15,6.25,0.2800271678387761,0.2800271678387761
2023-02-17,2.75,-0.983487985268981,-0.983487985268981
2023-02-21,8.5,1.0922869091223342,1.0922869091223342
2023-02-22,5.5,0.009273920744256755,0.009273920744256755
2023-02-27,17.25,4.251074791891726,4.251074791891726
2023-02-28,13.5,2.8973085564191297,2.8973085564191297
2023-03-01,11.75,2.2655509798652513,2.2655509798652513
2023-03-02,15.25,3.5290661329730084,3.5290661329730084
2023-03-03,12.25,2.446053144594931,2.446053144594931
2023-03-06,12.0,2.3558020622300915,2.3558020622300915
2023-03-07,4.25,-0.44198149107994217,-0.44198149107994217
2023-03-08,9.25,1.3630401562168537,1.3630401562168537
2023-03-09,8.75,1.182537991487174,1.182537991487174
2023-03-16,12.5,2.536304226959771,2.536304226959771
2023-03-20,17.5,4.341325874256566,4.341325874256566
2023-03-21,7.75,0.8215336620278149,0.8215336620278149
2023-03-22,6.25,0.2800271678387761,0.2800271678387761
2023-03-23,7.25,0.6410314972981352,0.6410314972981352
2023-03-24,5.25,-0.08097716162058304,-0.08097716162058304
2023-03-27,6.75,0.4605293325684557,0.4605293325684557
2023-03-28,7.25,0.6410314972981352,0.6410314972981352
2023-03-29,9.0,1.2727890738520138,1.2727890738520138
2023-04-03,7.0,0.5507804149332954,0.5507804149332954
2023-04-04,4.5,-0.3517304087151024,-0.3517304087151024
2023-04-05,11.0,1.994797732770732,1.994797732770732
2023-04-06,8.5,1.0922869091223342,1.0922869091223342
2023-04-11,5.5,0.009273920744256755,0.009273920744256755
2023-04-17,4.25,-0.44198149107994217,-0.44198149107994217
2023-04-18,4.75,-0.2614793263502626,-0.2614793263502626
2023-04-19,3.5,-0.7127347381744615,-0.7127347381744615
2023-04-20,6.0,0.18977608547393635,0.18977608547393635
2023-04-21,8.25,1.0020358267574945,1.0020358267574945
2023-04-24,3.0,-0.8932369029041412,-0.8932369029041412
2023-04-25,5.0,-0.17122824398542283,-0.17122824398542283
2023-04-26,8.5,1.0922869091223342,1.0922869091223342
2023-05-01,5.75,0.09952500310909654,0.09952500310909654
2023-05-02,5.0,-0.17122824398542283,-0.17122824398542283
2023-05-03,4.0,-0.532232573444782,-0.532232573444782
2023-05-04,8.75,1.182537991487174,1.182537991487174
2023-05-09,4.75,-0.2614793263502626,-0.2614793263502626
2023-05-15,5.25,-0.08097716162058304,-0.08097716162058304
2023-05-16,2.25,-1.1639901499986605,-1.1639901499986605
2023-05-17,5.0,-0.17122824398542283,-0.17122824398542283
2023-05-18,6.25,0.2800271678387761,0.2800271678387761
2023-05-19,6.0,0.18977608547393635,0.18977608547393635
2023-05-22,6.0,0.18977608547393635,0.18977608547393635
2023-05-23,2.25,-1.1639901499986605,-1.1639901499986605
2023-05-24,3.75,-0.6224836558096217,-0.6224836558096217
2023-05-30,19.75,5.153585615540124,5.153585615540124
2023-05-31,4.25,-0.44198149107994217,-0.44198149107994217
2023-06-01,10.0,1.633793403311373,1.633793403311373
2023-06-05,3.0,-0.8932369029041412,-0.8932369029041412
2023-06-06,8.5,1.0922869091223342,1.0922869091223342
2023-06-07,4.5,-0.3517304087151024,-0.3517304087151024
2023-06-08,10.75,1.9045466504058923,1.9045466504058923
2023-06-09,8.25,1.0020358267574945,1.0020358267574945
2023-06-15,10.25,1.7240444856762127,1.7240444856762127
2023-06-20,6.5,0.37027825020361593,0.37027825020361593
2023-06-21,5.5,0.009273920744256755,0.009273920744256755
2023-06-22,9.75,1.543542320946533,1.543542320946533
2023-06-23,6.5,0.37027825020361593,0.37027825020361593
2023-06-26,6.75,0.4605293325684557,0.4605293325684557
2023-06-27,5.5,0.009273920744256755,0.009273920744256755
2023-06-28,2.75,-0.983487985268981,-0.983487985268981
2023-07-05,4.5,-0.3517304087151024,-0.3517304087151024
2023-07-06,2.0,-1.2542412323635004,-1.2542412323635004
2023-07-11,3.5,-0.7127347381744615,-0.7127347381744615
2023-07-17,8.0,0.9117847443926547,0.9117847443926547
2023-07-18,7.25,0.6410314972981352,0.6410314972981352
2023-07-19,5.5,0.009273920744256755,0.009273920744256755
2023-07-20,5.5,0.009273920744256755,0.009273920744256755
2023-07-21,5.0,-0.17122824398542283,-0.17122824398542283
2023-07-24,5.5,0.009273920744256755,0.009273920744256755
2023-07-25,4.75,-0.2614793263502626,-0.2614793263502626
2023-07-26,4.5,-0.3517304087151024,-0.3517304087151024
2023-07-31,4.75,-0.2614793263502626,-0.2614793263502626
2023-08-01,7.5,0.731282579662975,0.731282579662975
2023-08-02,8.5,1.0922869091223342,1.0922869091223342
2023-08-03,7.75,0.8215336620278149,0.8215336620278149
2023-08-07,6.25,0.2800271678387761,0.2800271678387761
2023-08-08,4.25,-0.44198149107994217,-0.44198149107994217
2023-08-09,4.75,-0.2614793263502626,-0.2614793263502626
2023-08-15,12.25,2.446053144594931,2.446053144594931
2023-08-16,5.25,-0.08097716162058304,-0.08097716162058304
2023-08-17,4.5,-0.3517304087151024,-0.3517304087151024
2023-08-18,6.5,0.37027825020361593,0.37027825020361593
2023-08-21,5.0,-0.17122824398542283,-0.17122824398542283
2023-08-22,6.25,0.2800271678387761,0.2800271678387761
2023-08-23,10.0,1.633793403311373,1.633793403311373
2023-08-24,4.5,-0.3517304087151024,-0.3517304087151024
2023-08-28,6.0,0.18977608547393635,0.18977608547393635
2023-08-29,4.25,-0.44198149107994217,-0.44198149107994217
2023-09-05,10.0,1.633793403311373,1.633793403311373
2023-09-06,8.75,1.182537991487174,1.182537991487174
2023-09-07,9.5,1.4532912385816934,1.4532912385816934
2023-09-08,9.75,1.543542320946533,1.543542320946533
2023-09-12,8.75,1.182537991487174,1.182537991487174
2023-09-18,7.25,0.6410314972981352,0.6410314972981352
2023-09-19,5.75,0.09952500310909654,0.09952500310909654
2023-09-20,4.0,-0.532232573444782,-0.532232573444782
2023-09-21,7.5,0.731282579662975,0.731282579662975
2023-09-22,3.25,-0.8029858205393013,-0.8029858205393013
2023-09-25,4.25,-0.44198149107994217,-0.44198149107994217
2023-09-26,4.5,-0.3517304087151024,-0.3517304087151024
2023-09-27,4.5,-0.3517304087151024,-0.3517304087151024
2023-10-02,3.0,-0.8932369029041412,-0.8932369029041412
2023-10-03,6.0,0.18977608547393635,0.18977608547393635
2023-10-04,9.0,1.2727890738520138,1.2727890738520138
2023-10-05,6.75,0.4605293325684557,0.4605293325684557
2023-10-09,6.75,0.4605293325684557,0.4605293325684557
2023-10-16,6.0,0.18977608547393635,0.18977608547393635
2023-10-17,1.5,-1.4347433970931798,-1.4347433970931798
2023-10-18,7.0,0.5507804149332954,0.5507804149332954
2023-10-19,6.25,0.2800271678387761,0.2800271678387761
2023-10-20,5.5,0.009273920744256755,0.009273920744256755
2023-10-23,7.25,0.6410314972981352,0.6410314972981352
2023-10-24,5.5,0.009273920744256755,0.009273920744256755
2023-10-25,4.75,-0.2614793263502626,-0.2614793263502626
2023-10-30,4.0,-0.532232573444782,-0.532232573444782
2023-10-31,8.25,1.0020358267574945,1.0020358267574945
2023-11-01,7.0,0.5507804149332954,0.5507804149332954
2023-11-02,9.0,1.2727890738520138,1.2727890738520138
2023-11-06,6.5,0.37027825020361593,0.37027825020361593
2023-11-07,4.0,-0.532232573444782,-0.532232573444782
2023-11-08,4.0,-0.532232573444782,-0.532232573444782
2023-11-09,4.25,-0.44198149107994217,-0.44198149107994217
2023-11-17,6.0,0.18977608547393635,0.18977608547393635
2023-11-20,4.25,-0.44198149107994217,-0.44198149107994217
2023-11-21,4.5,-0.3517304087151024,-0.3517304087151024
2023-11-23,3.5,-0.7127347381744615,-0.7127347381744615
2023-11-27,4.25,-0.44198149107994217,-0.44198149107994217
2023-11-28,5.0,-0.17122824398542283,-0.17122824398542283
2023-12-01,4.0,-0.532232573444782,-0.532232573444782
2023-12-04,3.75,-0.6224836558096217,-0.6224836558096217
2023-12-05,4.0,-0.532232573444782,-0.532232573444782
2023-12-06,7.25,0.6410314972981352,0.6410314972981352
2023-12-07,6.25,0.2800271678387761,0.2800271678387761
2023-12-14,7.0,0.5507804149332954,0.5507804149332954
2023-12-15,10.0,1.633793403311373,1.633793403311373
2023-12-18,6.5,0.37027825020361593,0.37027825020361593
2023-12-19,4.25,-0.44198149107994217,-0.44198149107994217
2023-12-20,3.0,-0.8932369029041412,-0.8932369029041412
2023-12-26,2.0,-1.2542412323635004,-1.2542412323635004
2023-12-27,3.5,-0.7127347381744615,-0.7127347381744615
2023-12-28,3.25,-0.8029858205393013,-0.8029858205393013
2023-12-29,3.5,-0.7127347381744615,-0.7127347381744615
2024-01-02,5.75,0.09952500310909654,0.09952500310909654
2024-01-03,5.0,-0.17122824398542283,-0.17122824398542283
2024-01-04,5.25,-0.08097716162058304,-0.08097716162058304
2024-01-09,5.25,-0.08097716162058304,-0.08097716162058304
2024-01-10,2.25,-1.1639901499986605,-1.1639901499986605
2024-01-16,4.75,-0.2614793263502626,-0.2614793263502626
2024-01-17,7.75,0.8215336620278149,0.8215336620278149
2024-01-18,5.5,0.009273920744256755,0.009273920744256755
2024-01-22,3.25,-0.8029858205393013,-0.8029858205393013
2024-01-23,2.75,-0.983487985268981,-0.983487985268981
2024-01-24,5.25,-0.08097716162058304,-0.08097716162058304
2024-01-29,2.25,-1.1639901499986605,-1.1639901499986605
2024-01-30,4.0,-0.532232573444782,-0.532232573444782
2024-01-31,11.0,1.994797732770732,1.994797732770732
2024-02-01,8.25,1.0020358267574945,1.0020358267574945
2024-02-05,4.25,-0.44198149107994217,-0.44198149107994217
2024-02-06,5.0,-0.17122824398542283,-0.17122824398542283
2024-02-07,7.75,0.8215336620278149,0.8215336620278149
2024-02-08,2.75,-0.983487985268981,-0.983487985268981
2024-02-15,5.5,0.009273920744256755,0.009273920744256755
2024-02-20,3.5,-0.7127347381744615,-0.7127347381744615
2024-02-21,2.75,-0.983487985268981,-0.983487985268981
2024-02-22,7.0,0.5507804149332954,0.5507804149332954
2024-02-23,4.5,-0.3517304087151024,-0.3517304087151024
2024-02-26,3.75,-0.6224836558096217,-0.6224836558096217
2024-02-27,4.0,-0.532232573444782,-0.532232573444782
2024-03-04,4.0,-0.532232573444782,-0.532232573444782
2024-03-05,4.5,-0.3517304087151024,-0.3517304087151024
2024-03-06,7.0,0.5507804149332954,0.5507804149332954
2024-03-07,6.25,0.2800271678387761,0.2800271678387761
2024-03-13,3.25,-0.8029858205393013,-0.8029858205393013
2024-03-18,3.5,-0.7127347381744615,-0.7127347381744615
2024-03-19,4.75,-0.2614793263502626,-0.2614793263502626
2024-03-20,2.25,-1.1639901499986605,-1.1639901499986605
2024-03-21,7.75,0.8215336620278149,0.8215336620278149
2024-03-22,4.75,-0.2614793263502626,-0.2614793263502626
2024-03-25,2.75,-0.983487985268981,-0.983487985268981
2024-03-26,4.5,-0.3517304087151024,-0.3517304087151024
2024-03-27,2.0,-1.2542412323635004,-1.2542412323635004
2024-04-01,8.75,1.182537991487174,1.182537991487174
2024-04-02,5.75,0.09952500310909654,0.09952500310909654
2024-04-03,7.25,0.6410314972981352,0.6410314972981352
2024-04-04,6.5,0.37027825020361593,0.37027825020361593
2024-04-09,3.25,-0.8029858205393013,-0.8029858205393013
2024-04-15,8.0,0.9117847443926547,0.9117847443926547
2024-04-16,4.25,-0.44198149107994217,-0.44198149107994217
2024-04-17,5.5,0.009273920744256755,0.009273920744256755
2024-04-18,5.0,-0.17122824398542283,-0.17122824398542283
2024-04-19,5.75,0.09952500310909654,0.09952500310909654
2024-04-22,3.5,-0.7127347381744615,-0.7127347381744615
2024-04-23,8.75,1.182537991487174,1.182537991487174
2024-04-24,3.25,-0.8029858205393013,-0.8029858205393013
2024-04-29,3.25,-0.8029858205393013,-0.8029858205393013
2024-04-30,7.0,0.5507804149332954,0.5507804149332954
2024-05-01,5.25,-0.08097716162058304,-0.08097716162058304
2024-05-02,5.75,0.09952500310909654,0.09952500310909654
2024-05-06,4.0,-0.532232573444782,-0.532232573444782
2024-05-07,4.75,-0.2614793263502626,-0.2614793263502626
2024-05-08,2.0,-1.2542412323635004,-1.2542412323635004
2024-05-09,5.25,-0.08097716162058304,-0.08097716162058304
2024-05-16,4.5,-0.3517304087151024,-0.3517304087151024
2024-05-17,2.0,-1.2542412323635004,-1.2542412323635004
2024-05-20,4.75,-0.2614793263502626,-0.2614793263502626
2024-05-21,2.25,-1.1639901499986605,-1.1639901499986605
2024-05-22,3.5,-0.7127347381744615,-0.7127347381744615
2024-05-23,8.25,1.0020358267574945,1.0020358267574945
2024-05-28,3.0,-0.8932369029041412,-0.8932369029041412
2024-05-29,4.5,-0.3517304087151024,-0.3517304087151024
2024-06-03,2.25,-1.1639901499986605,-1.1639901499986605
2024-06-04,5.0,-0.17122824398542283,-0.17122824398542283
2024-06-05,7.0,0.5507804149332954,0.5507804149332954
2024-06-06,4.25,-0.44198149107994217,-0.44198149107994217
2024-06-11,3.5,-0.7127347381744615,-0.7127347381744615
2024-06-17,6.25,0.2800271678387761,0.2800271678387761
2024-06-18,7.25,0.6410314972981352,0.6410314972981352
2024-06-20,7.25,0.6410314972981352,0.6410314972981352
2024-06-21,4.75,-0.2614793263502626,-0.2614793263502626
2024-06-24,2.75,-0.983487985268981,-0.983487985268981
2024-06-25,5.0,-0.17122824398542283,-0.17122824398542283
2024-06-26,3.25,-0.8029858205393013,-0.8029858205393013
2024-07-01,5.5,0.009273920744256755,0.009273920744256755
2024-07-02,3.5,-0.7127347381744615,-0.7127347381744615
2024-07-09,1.75,-1.34449231472834,-1.34449231472834
2024-07-10,2.75,-0.983487985268981,-0.983487985268981
2024-07-15,4.25,-0.44198149107994217,-0.44198149107994217
2024-07-16,6.0,0.18977608547393635,0.18977608547393635
2024-07-17,2.25,-1.1639901499986605,-1.1639901499986605
2024-07-18,3.25,-0.8029858205393013,-0.8029858205393013
2024-07-19,5.0,-0.17122824398542283,-0.17122824398542283
